text,aspect,label,model_name
Good Phone Excellent Battery Good Display Excellent CameraREAD MORE,display,Positive,iphone11
Good Phone Excellent Battery Good Display Excellent CameraREAD MORE,camera,Positive,iphone11
Nice looking and Awesome performanceREAD MORE,performance,Positive,iphone11
Value for money on offer price .I love itREAD MORE,price,Positive,iphone11
I will update my review about the phone performance is pretty much good you know apple .,performance,Positive,iphone11
Still good in 2022 but cons is not 5g and display is LCD.,display,Neutral,iphone11
camera brilliant clarityREAD MORE,camera,Positive,iphone11
Good in this priceREAD MORE,price,Positive,iphone11
Great phone for the price.,price,Positive,iphone11
Just awesome Go for it finally i bought when price dropout in BIG BILLION DAYSREAD MORE,price,Positive,iphone11
"It was my first experience with iPhone seriously this is the best camera smartphone under 40k , ios operating system is top notch no android can ever reach this hardware and software optimisationREAD MORE",camera,Positive,iphone11
"It was my first experience with iPhone seriously this is the best camera smartphone under 40k , ios operating system is top notch no android can ever reach this hardware and software optimisationREAD MORE",software,Positive,iphone11
Camera not so much good .,camera,Negative,iphone11
I love this phone camera and all are insane READ MORE,camera,Positive,iphone11
"Worst product, after one day of use camera not workingREAD MORE",camera,Negative,iphone11
Dont buy this product after use of 1year display screen is automatically damaged.,display,Negative,iphone11
"After using 1 and half years, display screen having flickering issue.",display,Negative,iphone11
Best performance and security is also goodREAD MORE,performance,Positive,iphone11
"Beside battery lifeline, awesome experience.READ MORE",battery,Positive,iphone11
this phone is so amazing build quality is goodREAD MORE,build quality,Positive,iphone11
NICE BUT BATTERY BACKUP IS NOT GOOD.BUT ALL AR GOOD.READ MORE,battery,Neutral,iphone11
BEST MOBILE IN THIS PRICEREAD MORE,price,Positive,iphone11
It is still one of the best iPhone and its camera qualityREAD MORE,camera,Positive,iphone11
Awesome phone and camera quality is so goodREAD MORE,camera,Positive,iphone11
"Fantastic in every sense.battery superb, clear and bright displayfast and good camera compact to holdjust enjoying the I phone experienceREAD MORE",battery,Positive,iphone11
"Fantastic in every sense.battery superb, clear and bright displayfast and good camera compact to holdjust enjoying the I phone experienceREAD MORE",display,Positive,iphone11
"Fantastic in every sense.battery superb, clear and bright displayfast and good camera compact to holdjust enjoying the I phone experienceREAD MORE",camera,Positive,iphone11
its worth the priceREAD MORE,price,Positive,iphone11
I am not happy with cameraREAD MORE,camera,Negative,iphone11
Build quality is awesomeREAD MORE,build quality,Positive,iphone11
Iphone is wow but battery.is bad and fastly heatREAD MORE,battery,Negative,iphone11
Overall good performanceREAD MORE,performance,Positive,iphone11
too good product but battery some more need all good normal to thie price costlyREAD MORE,battery,Neutral,iphone11
too good product but battery some more need all good normal to thie price costlyREAD MORE,price,Neutral,iphone11
Nice looking and performance of the phone is good and its colour looks very attractiveREAD MORE,performance,Positive,iphone11
"Best in performance,build quality and design.",performance,Positive,iphone11
"Best in performance,build quality and design.",build quality,Positive,iphone11
Camera no flaws.,camera,Positive,iphone11
Solid performance.,performance,Positive,iphone11
Good Phone with awesome camera quality.good service by Flipkart and very good n polite customer service.,camera,Positive,iphone11
Good camera quality Good performanceREAD MORE,performance,Positive,iphone11
Good camera quality Good performanceREAD MORE,camera,Positive,iphone11
But in iPhone 11 there is battery health drained more faster this is the issues otherwise overall very good experience and marvelous performanceREAD MORE,battery,Positive,iphone11
But in iPhone 11 there is battery health drained more faster this is the issues otherwise overall very good experience and marvelous performanceREAD MORE,performance,Positive,iphone11
"online product and purchase from directly to shops,its found some difference.like waight.screen response.network speed.camera.when you go charge its heated.",camera,Positive,iphone11
Excellent mind blowing performance for gaming bro must buy allREAD MORE,performance,Positive,iphone11
Apple iPhone good camera display or soundREAD MORE,display,Positive,iphone11
Apple iPhone good camera display or soundREAD MORE,camera,Positive,iphone11
Apple iPhone good camera display or soundREAD MORE,sound,Positive,iphone11
Best iPhone for this price Thanks you flipkart READ MORE,price,Positive,iphone11
I love the phones performance.,performance,Positive,iphone11
Best quality product for this priceREAD MORE,price,Positive,iphone11
Very good in built quantityAnd performanceGreat deal grab on FlipkartThanks for delivery on time.,performance,Positive,iphone11
I loved the phone its better for gamers who play mainly bgmi and camera is awesomeREAD MORE,camera,Neutral,iphone11
Camera 4.5UI 4Battery3.5Processor5READ MORE,battery,Positive,iphone11
Camera 4.5UI 4Battery3.5Processor5READ MORE,camera,Positive,iphone11
Camera not upto mark and so touch quality.,camera,Positive,iphone11
Battery backup is not goodREAD MORE,battery,Negative,iphone11
Very nice device in this price loved itREAD MORE,price,Positive,iphone11
Its simply awesome and worth the priceREAD MORE,price,Positive,iphone11
Flipkart is really a jackpot.got iPhone 11 in amazing price.working satisfactorily.,price,Positive,iphone11
"Superb i phone, everything is excellent like from camera to security and eerything.",camera,Positive,iphone11
This is osm and battery backup all good READ MORE,battery,Positive,iphone11
Best in class and price range.,price,Positive,iphone11
Unbelievable performance READ MORE,performance,Positive,iphone11
"Awesome camera, but phones is getting heat while usingREAD MORE",camera,Positive,iphone11
"Excellent phone at the price point, also 6.1 inch screen is decent size for reading.",price,Positive,iphone11
Battery is powerful as well.,battery,Positive,iphone11
But I felt battery performance alone somehow its not good.,battery,Negative,iphone11
But I felt battery performance alone somehow its not good.,performance,Negative,iphone11
While using camera that will suck your battery lot.,battery,Negative,iphone11
While using camera that will suck your battery lot.,camera,Negative,iphone11
Premium one at this priceREAD MORE,price,Positive,iphone11
best camera best os lightning fast speed loved the 11night mode killingREAD MORE,camera,Positive,iphone11
now Im loving it more than my miui camera is beast READ MORE,camera,Positive,iphone11
Display and camera quality is superb.,display,Positive,iphone11
Display and camera quality is superb.,camera,Positive,iphone11
Performance is also very good.,performance,Positive,iphone11
Battery performance little bit down.,battery,Neutral,iphone11
Battery performance little bit down.,performance,Neutral,iphone11
Bought this in 2022 and in this price range this is the best .,price,Positive,iphone11
Worth the priceREAD MORE,price,Positive,iphone11
"Actually i decided to buy iphone 12 instead of 11.but according to the price i delivered,so useful.",price,Positive,iphone11
Amazing Phone With Great Camera Which Better Battery READ MORE,battery,Positive,iphone11
Amazing Phone With Great Camera Which Better Battery READ MORE,camera,Positive,iphone11
Osmmm cameraREAD MORE,camera,Positive,iphone11
Display is not good .READ,display,Negative,iphone11
First time using iOS and my experience is superb till now And iPhone 11 is giving beast performance in 2022 READ MORE,performance,Positive,iphone11
awesome phone in affordable priceREAD MORE,price,Positive,iphone11
Apple is amazing performance and betray backups is very good.nice camera and optimisation is mind blowing.,performance,Positive,iphone11
Apple is amazing performance and betray backups is very good.nice camera and optimisation is mind blowing.,camera,Positive,iphone11
So far so good.only Battery should be improvedREAD MORE,battery,Positive,iphone11
Superb performance i like it very smoothing touch and lovely designREAD MORE,performance,Positive,iphone11
Very poor camera quality even 10k budget phones took photos more clearlyREAD MORE,camera,Negative,iphone11
Best price and good qualityREAD MORE,price,Positive,iphone11
but now I cant charge my mobile more than 80 percentageAnd battery drains so fastREAD MORE,battery,Negative,iphone11
Products is avarge from its priceREAD MORE,price,Negative,iphone11
However phone speed and overall performance is outstandingREAD MORE,performance,Neutral,iphone11
"Amazing mobile with great features and excellent camera,READ MORE",camera,Positive,iphone11
